# ----------------------------------------
# Instantané des rapports
# Compte : H Sèchement
# Propriété : H Sèchement 
# ----------------------------------------
#  
# Date de début : 20250610
# Date de fin : 20250907
Nième semaine,Utilisateurs actifs
0000,8
0001,9
0002,7
0003,7
0004,8
0005,13
0006,1
0007,1
0008,6
0009,5
0010,5
0011,4
0012,6

# Date de début : 20250610
# Date de fin : 20250907
Nième semaine,Nouveaux utilisateurs
0000,7
0001,9
0002,5
0003,6
0004,5
0005,12
0006,0
0007,1
0008,4
0009,3
0010,4
0011,2
0012,5

# Date de début : 20250610
# Date de fin : 20250907
Nième semaine,Durée d'engagement moyenne par utilisateur actif
0000,50.25
0001,27.444444444444443
0002,51.285714285714285
0003,47.285714285714285
0004,295.625
0005,128.6153846153846
0006,62
0007,40
0008,11.666666666666666
0009,78.2
0010,40
0011,50.25
0012,57

# Date de début : 20250610
# Date de fin : 20250907
Nième semaine,Revenu total
0000,0
0001,0
0002,0
0003,0
0004,0
0005,0
0006,0
0007,0
0008,0
0009,0
0010,0
0011,0
0012,0

# D'où proviennent vos nouveaux utilisateurs ?
# Date de début : 20250610
# Date de fin : 20250907
Groupe de canaux principal du premier utilisateur (Groupe de canaux par défaut),Nouveaux utilisateurs
Organic Search,37
Direct,26

#  
# Date de début : 20250610
# Date de fin : 20250907
Groupe de canaux principal de la session (Groupe de canaux par défaut),Sessions
Organic Search,59
Direct,45
Referral,15

# Quelles sont les tendances des utilisateurs actifs ?
# Date de début : 20250610
# Date de fin : 20250907
Nième jour,30 jours,7 jours,1 jour
0000,31,7,2
0001,28,7,1
0002,27,8,1
0003,30,9,4
0004,30,8,0
0005,31,10,2
0006,34,13,3
0007,35,13,2
0008,36,13,1
0009,35,12,0
0010,36,9,1
0011,36,9,0
0012,37,8,1
0013,38,7,2
0014,38,6,1
0015,39,6,1
0016,37,6,0
0017,37,7,2
0018,37,7,0
0019,33,6,0
0020,32,4,1
0021,31,3,1
0022,31,4,2
0023,30,5,1
0024,33,7,3
0025,33,7,0
0026,32,8,1
0027,31,8,0
0028,32,9,2
0029,36,11,6
0030,34,10,1
0031,34,8,1
0032,33,8,1
0033,29,7,0
0034,31,9,2
0035,31,11,2
0036,30,8,2
0037,32,12,4
0038,32,13,3
0039,33,13,1
0040,32,13,0
0041,32,11,0
0042,31,9,0
0043,29,8,0
0044,28,5,1
0045,27,2,0
0046,27,1,0
0047,26,1,0
0048,26,1,0
0049,26,1,0
0050,26,1,0
0051,27,1,1
0052,25,1,0
0053,24,1,0
0054,21,1,0
0055,22,4,3
0056,21,4,0
0057,21,4,0
0058,21,3,0
0059,19,4,1
0060,21,6,2
0061,20,6,0
0062,20,5,2
0063,22,7,2
0064,20,7,0
0065,19,8,1
0066,18,7,0
0067,14,5,0
0068,12,5,0
0069,11,3,0
0070,11,1,0
0071,13,4,3
0072,13,3,0
0073,15,5,2
0074,15,5,0
0075,15,5,0
0076,15,5,0
0077,15,5,0
0078,15,2,0
0079,17,5,3
0080,18,4,1
0081,17,4,0
0082,17,4,0
0083,17,4,1
0084,18,5,2
0085,19,7,2
0086,20,6,1
0087,21,6,1
0088,21,6,0
0089,20,6,0

# Arrivez-vous à fidéliser efficacement vos utilisateurs ?
# Date de début : 20250727
# Date de fin : 20250906
Date,Semaine 0,Semaine 1,Semaine 2,Semaine 3,Semaine 4,Semaine 5
27 juil. - 2 août,1
3 août - 9 août,4
10 août - 16 août,3
17 août - 23 août,4
24 août - 30 août,2
31 août - 6 sept.,5

#  
# Date de début : 20250610
# Date de fin : 20250907
Titre de la page et classe de l'écran,Vues
H-Sèchement,134
Assèchement Technique & Déshumidification,65
H-Sèchement : Qui sommes-nous ? Votre expert en assèchement,41
"H-Sèchement : Assèchement et gestion de l’humidité, dégâts d'eau.",36
Contactez H-Sèchement - Devis Gratuit,34
Questions fréquentes sur l'assèchement,22
"Fuites, Assèchement, Assainissement | Experts H-Sèchement",16
Dégât d’eau urgent : Lausanne & Bussigny – H-Sèchement,13
H-Sèchement : Assèchement et gestion de l’humidité,10
FAQ Dégât des Eaux : Réponses d’Experts pour Assécher et Réparer | H-Sèchement,6
Assainissement d’urgence 1 h Lausanne & Bussigny,4
Contact H-Sèchement | Assèchement & fuites Arc lémanique,3
Solutions pour dégâts d'eau : Assèchement et assainissement.,2

#  
# Date de début : 20250610
# Date de fin : 20250907
Nom de l'événement,Nombre d'événements
page_view,386
session_start,119
user_engagement,96
first_visit,63
scroll,63
click,2
form_start,1

# Quels sont vos événements clés les plus performants ?
# Date de début : 20250610
# Date de fin : 20250907
Nom de l'événement,Événements clés


# D'où provient votre valeur moyenne sur 120 jours ?
# Date de début : 20250610
# Date de fin : 20250907
Groupe de canaux principal du premier utilisateur (Groupe de canaux par défaut),Valeur moyenne sur 120 j


#  
# Date de début : 20250610
# Date de fin : 20250907
Nom de l'article,Articles achetés


# Quelle est l'activité des utilisateurs sur les différentes plates-formes ?
# Date de début : 20250610
# Date de fin : 20250907
Plate-forme,Événements clés
